Zweigstelle;Zweigstellenname;schliesstag;Anlass;Beschreibung;Typ
WO;Waldhäuser-Ost;07.09.2021;Sommerferien;;Einmalig
D;Derendingen;08.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;08.09.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;08.09.2021;Sommerferien;;Einmalig
D;Derendingen;09.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;09.09.2021;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;09.09.2021;Sommerferien;;Einmalig
D;Derendingen;10.09.2021;Sommerferien;;Einmalig
MZU;Medienzentrum;10.09.2021;Sommerferien;;Einmalig
D;Derendingen;02.11.2021;;;Einmalig
MZU;Medienzentrum;02.11.2021;;;Einmalig
WO;Waldhäuser-Ost;02.11.2021;;;Einmalig
D;Derendingen;03.11.2021;;;Einmalig
MZU;Medienzentrum;03.11.2021;;;Einmalig
WO;Waldhäuser-Ost;03.11.2021;;;Einmalig
D;Derendingen;04.11.2021;;;Einmalig
MZU;Medienzentrum;04.11.2021;;;Einmalig
WO;Waldhäuser-Ost;04.11.2021;;;Einmalig
D;Derendingen;05.11.2021;;;Einmalig
MZU;Medienzentrum;05.11.2021;;;Einmalig
D;Derendingen;23.12.2021;Weihnachten + Überhang;;Einmalig
eBib;Onleihe Neckar-Alb;23.12.2021;Weihnachten + Überhang;;Einmalig
Hi;Hirschau;23.12.2021;Weihnachten + Überhang;;Einmalig
HST;Hauptstelle Tübingen;23.12.2021;;;Einmalig
MZU;Medienzentrum;23.12.2021;Weihnachten + Überhang;;Einmalig
WO;Waldhäuser-Ost;23.12.2021;Weihnachten + Überhang;;Einmalig
D;Derendingen;27.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;27.12.2021;;;Einmalig
Hi;Hirschau;27.12.2021;;;Einmalig
MZU;Medienzentrum;27.12.2021;;;Einmalig
WO;Waldhäuser-Ost;27.12.2021;;;Einmalig
D;Derendingen;28.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;28.12.2021;;;Einmalig
Hi;Hirschau;28.12.2021;;;Einmalig
HST;Hauptstelle Tübingen;28.12.2021;;;Einmalig
MZU;Medienzentrum;28.12.2021;;;Einmalig
WO;Waldhäuser-Ost;28.12.2021;;;Einmalig
D;Derendingen;29.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;29.12.2021;;;Einmalig
Hi;Hirschau;29.12.2021;;;Einmalig
HST;Hauptstelle Tübingen;29.12.2021;;;Einmalig
MZU;Medienzentrum;29.12.2021;;;Einmalig
WO;Waldhäuser-Ost;29.12.2021;;;Einmalig
D;Derendingen;30.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;30.12.2021;;;Einmalig
Hi;Hirschau;30.12.2021;;;Einmalig
HST;Hauptstelle Tübingen;30.12.2021;;;Einmalig
MZU;Medienzentrum;30.12.2021;;;Einmalig
WO;Waldhäuser-Ost;30.12.2021;;;Einmalig
D;Derendingen;31.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;31.12.2021;;;Einmalig
Hi;Hirschau;31.12.2021;;;Einmalig
HST;Hauptstelle Tübingen;31.12.2021;;;Einmalig
MZU;Medienzentrum;31.12.2021;;;Einmalig
eBib;Onleihe Neckar-Alb;01.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;02.01.2022;;;Einmalig
D;Derendingen;03.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;03.01.2022;;;Einmalig
Hi;Hirschau;03.01.2022;;;Einmalig
MZU;Medienzentrum;03.01.2022;;;Einmalig
WO;Waldhäuser-Ost;03.01.2022;;;Einmalig
D;Derendingen;04.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;04.01.2022;;;Einmalig
Hi;Hirschau;04.01.2022;;;Einmalig
HST;Hauptstelle Tübingen;04.01.2022;;;Einmalig
MZU;Medienzentrum;04.01.2022;;;Einmalig
WO;Waldhäuser-Ost;04.01.2022;;;Einmalig
D;Derendingen;05.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;05.01.2022;;;Einmalig
Hi;Hirschau;05.01.2022;;;Einmalig
HST;Hauptstelle Tübingen;05.01.2022;;;Einmalig
MZU;Medienzentrum;05.01.2022;;;Einmalig
WO;Waldhäuser-Ost;05.01.2022;;;Einmalig
D;Derendingen;07.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;07.01.2022;;;Einmalig
Hi;Hirschau;07.01.2022;;;Einmalig
HST;Hauptstelle Tübingen;07.01.2022;;;Einmalig
MZU;Medienzentrum;07.01.2022;;;Einmalig
eBib;Onleihe Neckar-Alb;08.01.2022;;;Einmalig
Hi;Hirschau;08.01.2022;;;Einmalig
HST;Hauptstelle Tübingen;08.01.2022;;;Einmalig
D;Derendingen;28.02.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;28.02.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;28.02.2022;Faschingsferien;;Einmalig
D;Derendingen;01.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;01.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;01.03.2022;Faschingsferien;;Einmalig
D;Derendingen;02.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;02.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;02.03.2022;Faschingsferien;;Einmalig
D;Derendingen;03.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;03.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;03.03.2022;Faschingsferien;;Einmalig
D;Derendingen;04.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;04.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;04.03.2022;Faschingsferien;;Einmalig
D;Derendingen;07.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;07.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;07.03.2022;Faschingsferien;;Einmalig
D;Derendingen;08.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;08.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;08.03.2022;Faschingsferien;;Einmalig
D;Derendingen;09.03.2022;Faschingsferien;;Einmalig
MZU;Medienzentrum;09.03.2022;Faschingsferien;;Einmalig
WO;Waldhäuser-Ost;09.03.2022;Faschingsferien;;Einmalig
D;Derendingen;10.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;11.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;14.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;15.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;16.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;17.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;18.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;21.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;22.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;23.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;24.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;25.03.2022;Bauarbeiten Derendingen;;Einmalig
D;Derendingen;11.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;11.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;11.04.2022;Osterferien;;Einmalig
D;Derendingen;12.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;12.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;12.04.2022;Osterferien;;Einmalig
D;Derendingen;13.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;13.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;13.04.2022;Osterferien;;Einmalig
D;Derendingen;14.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;14.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;14.04.2022;Osterferien;;Einmalig
D;Derendingen;15.04.2022;Osterferien;;Einmalig
HST;Hauptstelle Tübingen;15.04.2022;Ostern;;Einmalig
MZU;Medienzentrum;15.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;15.04.2022;Osterferien;;Einmalig
HST;Hauptstelle Tübingen;16.04.2022;Ostern;;Einmalig
D;Derendingen;18.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;18.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;18.04.2022;Osterferien;;Einmalig
D;Derendingen;19.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;19.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;19.04.2022;Osterferien;;Einmalig
D;Derendingen;20.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;20.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;20.04.2022;Osterferien;;Einmalig
D;Derendingen;21.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;21.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;21.04.2022;Osterferien;;Einmalig
D;Derendingen;22.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;22.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;22.04.2022;Osterferien;;Einmalig
D;Derendingen;25.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;25.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;25.04.2022;Osterferien;;Einmalig
D;Derendingen;26.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;26.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;26.04.2022;Osterferien;;Einmalig
D;Derendingen;27.04.2022;Osterferien;;Einmalig
MZU;Medienzentrum;27.04.2022;Osterferien;;Einmalig
WO;Waldhäuser-Ost;27.04.2022;Osterferien;;Einmalig
D;Derendingen;26.05.2022;Christi Himmelfahrt;;Einmalig
HST;Hauptstelle Tübingen;26.05.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;26.05.2022;Christi Himmelfahrt;;Einmalig
WO;Waldhäuser-Ost;26.05.2022;Christi Himmelfahrt;;Einmalig
D;Derendingen;27.05.2022;Christi Himmelfahrt;;Einmalig
HST;Hauptstelle Tübingen;27.05.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;27.05.2022;Christi Himmelfahrt;;Einmalig
WO;Waldhäuser-Ost;27.05.2022;Christi Himmelfahrt;;Einmalig
HST;Hauptstelle Tübingen;28.05.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;31.05.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;01.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;02.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;03.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;04.06.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;06.06.2022;Pfingsten;;Einmalig
MZU;Medienzentrum;06.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;06.06.2022;Pfingsten;;Einmalig
D;Derendingen;07.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;07.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;07.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;07.06.2022;Pfingsten;;Einmalig
D;Derendingen;08.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;08.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;08.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;08.06.2022;Pfingsten;;Einmalig
D;Derendingen;09.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;09.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;09.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;09.06.2022;Pfingsten;;Einmalig
D;Derendingen;10.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;10.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;10.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;10.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;11.06.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;13.06.2022;Pfingsten;;Einmalig
MZU;Medienzentrum;13.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;13.06.2022;Pfingsten;;Einmalig
D;Derendingen;14.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;14.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;14.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;14.06.2022;Pfingsten;;Einmalig
D;Derendingen;15.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;15.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;15.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;15.06.2022;Pfingsten;;Einmalig
D;Derendingen;16.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;16.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;16.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;16.06.2022;Pfingsten;;Einmalig
D;Derendingen;17.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;17.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;17.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;17.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;18.06.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;20.06.2022;Pfingsten;;Einmalig
MZU;Medienzentrum;20.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;20.06.2022;Pfingsten;;Einmalig
D;Derendingen;21.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;21.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;21.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;21.06.2022;Pfingsten;;Einmalig
D;Derendingen;22.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;22.06.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;22.06.2022;Pfingsten;;Einmalig
WO;Waldhäuser-Ost;22.06.2022;Pfingsten;;Einmalig
HST;Hauptstelle Tübingen;23.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;24.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;25.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;28.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;29.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;30.06.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;01.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;02.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;05.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;06.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;07.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;08.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;09.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;12.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;13.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;14.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;15.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;16.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;19.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;20.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;21.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;22.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;23.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;26.07.2022;Schließzeit Umbau;;Einmalig
HST;Hauptstelle Tübingen;27.07.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;28.07.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;28.07.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;28.07.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;28.07.2022;Sommerferien;;Einmalig
D;Derendingen;29.07.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;29.07.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;29.07.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;29.07.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;30.07.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;01.08.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;01.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;01.08.2022;Sommerferien;;Einmalig
D;Derendingen;02.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;02.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;02.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;02.08.2022;Sommerferien;;Einmalig
D;Derendingen;03.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;03.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;03.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;03.08.2022;Sommerferien;;Einmalig
D;Derendingen;04.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;04.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;04.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;04.08.2022;Sommerferien;;Einmalig
D;Derendingen;05.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;05.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;05.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;05.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;06.08.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;08.08.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;08.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;08.08.2022;Sommerferien;;Einmalig
D;Derendingen;09.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;09.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;09.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;09.08.2022;Sommerferien;;Einmalig
D;Derendingen;10.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;10.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;10.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;10.08.2022;Sommerferien;;Einmalig
D;Derendingen;11.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;11.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;11.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;11.08.2022;Sommerferien;;Einmalig
D;Derendingen;12.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;12.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;12.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;12.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;13.08.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;15.08.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;15.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;15.08.2022;Sommerferien;;Einmalig
D;Derendingen;16.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;16.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;16.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;16.08.2022;Sommerferien;;Einmalig
D;Derendingen;17.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;17.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;17.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;17.08.2022;Sommerferien;;Einmalig
D;Derendingen;18.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;18.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;18.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;18.08.2022;Sommerferien;;Einmalig
D;Derendingen;19.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;19.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;19.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;19.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;20.08.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;22.08.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;22.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;22.08.2022;Sommerferien;;Einmalig
D;Derendingen;23.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;23.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;23.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;23.08.2022;Sommerferien;;Einmalig
D;Derendingen;24.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;24.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;24.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;24.08.2022;Sommerferien;;Einmalig
D;Derendingen;25.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;25.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;25.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;25.08.2022;Sommerferien;;Einmalig
D;Derendingen;26.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;26.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;26.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;26.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;27.08.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;29.08.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;29.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;29.08.2022;Sommerferien;;Einmalig
D;Derendingen;30.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;30.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;30.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;30.08.2022;Sommerferien;;Einmalig
D;Derendingen;31.08.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;31.08.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;31.08.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;31.08.2022;Sommerferien;;Einmalig
D;Derendingen;01.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;01.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;01.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;01.09.2022;Sommerferien;;Einmalig
D;Derendingen;02.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;02.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;02.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;02.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;03.09.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;05.09.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;05.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;05.09.2022;Sommerferien;;Einmalig
D;Derendingen;06.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;06.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;06.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;06.09.2022;Sommerferien;;Einmalig
D;Derendingen;07.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;07.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;07.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;07.09.2022;Sommerferien;;Einmalig
D;Derendingen;08.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;08.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;08.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;08.09.2022;Sommerferien;;Einmalig
D;Derendingen;09.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;09.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;09.09.2022;Sommerferien;;Einmalig
WO;Waldhäuser-Ost;09.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;10.09.2022;Schließzeit Umbau;;Einmalig
D;Derendingen;12.09.2022;Sommerferien;;Einmalig
MZU;Medienzentrum;12.09.2022;Sommerferien;;Einmalig
D;Derendingen;13.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;13.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;13.09.2022;Sommerferien;;Einmalig
D;Derendingen;14.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;14.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;14.09.2022;Sommerferien;;Einmalig
D;Derendingen;15.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;15.09.2022;Schließzeit Umbau;;Einmalig
MZU;Medienzentrum;15.09.2022;Sommerferien;;Einmalig
D;Derendingen;16.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;16.09.2022;Erweiterung Sommerschließzeit;;Einmalig
MZU;Medienzentrum;16.09.2022;Sommerferien;;Einmalig
HST;Hauptstelle Tübingen;17.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;20.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;21.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;22.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;23.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;24.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;27.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;28.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;29.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;30.09.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;01.10.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;04.10.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;05.10.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;06.10.2022;Erweiterung Sommerschließzeit;;Einmalig
HST;Hauptstelle Tübingen;07.10.2022;Erweiterung Sommerschließzeit;;Einmalig
D;Derendingen;31.10.2022;Herbstferien;;Einmalig
